toi,toipfx,tfopwg_disp,pl_orbper,pl_rade,pl_insol,st_tmag,st_dist,st_teff,st_logg,st_rad
2007.01,2007,PC,,3.1563904,1.4952399,10.199,115.409,5249.0,4.48682,0.895408
2008.01,2008,FP,723.8345008,13.1361697,1.3572621,8.64807,139.212,5463.0,3.77778,1.94771
2009.01,2009,PC,1071.0898448,2.2407785,1.3880259,7.3551,20.5272,4755.33,4.62683,0.701499
201.01,201,CP,52.9781419,11.4471492,30.2653161,8.5822,113.825,6461.8,4.35,1.33031
201.02,201,PC,5.8492379,1.18919,389.669,8.5822,113.825,6461.8,4.35,1.33
2010.01,2010,PC,1134.6723963,11.7582195,8.6347102,9.26693,109.19,5842.0,4.39929,1.0735199
2011.01,2011,KP,11.5778362,1.5422129,99.9013415,5.0494,14.682,5739.0,4.51,1.02607
2011.02,2011,KP,27.5920718,2.7050278,31.3830711,5.0494,14.682,5739.0,4.51,1.02607
2011.03,2011,KP,,1.6208326,335.6075222,5.0494,14.682,5739.0,4.51,1.02607
2012.01,2012,KP,3.0565259,15.1633,1438.0,10.6506,320.451,5981.0,4.07,1.6
2013.01,2013,CP,2.6162769,1.0972867,19.1060128,10.2705,15.8095,3352.0,4.8984,0.325635
2014.01,2014,KP,4.8099755,22.6223,2029.17,9.63331,371.686,6417.0,3.7,2.65
2015.01,2015,PC,3.3491408,5.37673,31.0153,12.8387,47.3444,3223.0,4.89993,0.32
2016.01,2016,PC,6.8161231,3.03305,97.7178,10.408,115.834,5175.0,4.54,0.84
2016.02,2016,PC,2.4590369,2.74738,301.374,10.408,115.834,5175.0,4.54,0.84
2016.03,2016,PC,25.3369848,3.23582,25.3267,10.408,115.834,5175.0,4.54,0.84
2017.01,2017,FP,5.49826,16.2801,232.345,8.2057,115.605,6362.6,,1.34
2018.01,2018,CP,7.4355709,2.2761564,26.0757607,8.962,27.9956,4218.9,4.67,0.622512
2019.01,2019,CP,15.3468182,3.99579,126.052,9.6087,198.007,5588.0,3.92293,1.8
202.01,202,PC,1.7386695,9.455763,418.9214934,14.6723,627.339,4746.0,4.52746,0.820258
2020.01,2020,KP,5.633477,13.2583,588.518,8.27468,127.774,6412.8,4.09,1.7
2021.01,2021,KP,3.9415041,13.8352,321.85,10.5484,163.553,5729.0,4.52,0.92
2022.01,2022,FP,0.4487349,5.8054498,928.877466,11.6484,89.3047,3975.0,4.62844,0.627144
2023.01,2023,APC,11.1900486,1.6608182,31.192573,8.5049,36.9284,4958.0,4.66667,0.695992
2024.01,2024,KP,2.8758831,8.33267,1095.91,7.6262,75.8643,6084.0,4.17,1.46
2025.01,2025,CP,8.8720542,11.9849813,343.7177625,10.9461,335.985,6042.0,4.15,1.47996
2026.01,2026,PC,7.1925327,2.5719,75.7071,10.5782,108.076,5050.0,4.59,0.77
2027.01,2027,FP,1.46329,3.54656,3541.21,10.5027,238.061,6168.0,4.29,1.28
2028.01,2028,FP,0.77871,6.16036,10057.7,10.9141,609.996,7751.0,4.0,2.25
2029.01,2029,FP,2.57134,10.7406,5344.87,10.9415,910.693,7125.0,3.54,3.56
203.01,203,FA,51.94509,0.705818,4.34593,12.2423,24.7894,3203.0,5.01682,0.23
2030.01,2030,APC,1.3254567,14.4076,776.933,10.8489,367.355,5778.0,3.74,2.29
2031.01,2031,PC,5.7156075,13.6015651,503.1185454,10.7609,276.105,6664.0,4.44,1.18444
2032.01,2032,APC,17.0096703,13.5294,63.3708,10.9293,293.0,6542.0,,1.5
2033.01,2033,PC,18.8243063,8.51397,90.9855,9.46221,281.184,7014.0,4.05,1.95
2034.01,2034,FP,2.89453,6.20845,9411.16,10.5682,909.511,9714.0,3.98,2.68
2035.01,2035,PC,8.51226,5.90105,872.772,9.1196,359.404,9387.0,,2.35
2036.01,2036,PC,1.261045,4.24615,1770.66,8.97913,231.827,6549.0,3.89,2.18
2037.01,2037,PC,11.1518929,2.91771,206.982,10.67,263.958,6319.0,4.38,1.19
2038.01,2038,APC,3.7321195,19.158,5711.67,10.5352,603.172,6570.0,3.68,2.8
2039.01,2039,PC,11.2479927,4.96692,106.719,10.4719,276.053,6308.0,4.19,1.48
204.01,204,PC,43.8297863,2.8243863,15.6569489,9.2182,95.3428,5605.0,4.39973,1.03654
2040.01,2040,PC,3.8608551,11.2224,163.361,10.8407,144.717,5019.0,4.43,0.92
2041.01,2041,FP,1.37477,3.0101,1122.82,10.4608,177.331,5825.0,4.44,1.02
2042.01,2042,FP,2.41872,7.23529,1660.52,10.9518,511.22,6535.0,3.9,2.16
2043.01,2043,PC,12.0135752,3.7307,143.432,10.1976,203.562,6178.0,4.33,1.23
2044.01,2044,FP,4.1207509,7.46471,2466.19,10.4887,664.006,9953.0,4.09,2.38
2045.01,2045,PC,9.07763,12.6842,388.441,10.7799,366.962,6125.9,4.03,1.72
2046.01,2046,CP,1.4971447,16.2528494,2643.654975,10.996,289.668,6081.0,4.31,1.2431901
2047.01,2047,FP,7.4072589,14.4456,75.7231,10.4708,196.538,5887.0,4.35,1.14
2048.01,2048,CP,13.7905315,2.60168,29.035,10.7545,116.567,5021.6,4.6,0.76
2049.01,2049,PC,5.30329,11.7443,473.142,10.6568,571.487,6054.7,3.41,3.48
205.01,205,PC,4.2529842,2.26991,636.914,9.4525,177.759,6222.5,4.06,1.45
2050.01,2050,PC,13.5970194,2.03572,41.8338,9.70362,113.725,5985.0,4.59,0.88
2051.01,2051,PC,1.1633325,5.5717234,102177.3532273,10.6234,809.88,11265.0,4.07,2.61707
2052.01,2052,FP,1.62263,4.33692,713.443,10.0943,115.724,5016.1,,1.01
2053.01,2053,FP,4.27808,17.8096125,528.551257,10.5008,583.511,4772.0,,5.2787499
2054.01,2054,FP,3.5684459,5.87762,2297.53,10.7633,,8124.0,,2.08
2055.01,2055,APC,4.6981739,31.434,1344.6,10.6526,376.423,6782.0,,1.61
2056.01,2056,APC,10.2207,2.95608,226.74,7.3307,92.8913,6748.7,4.13,1.72
2057.01,2057,PC,5.5986627,9.34167,724.387,10.7165,255.849,6081.3,,1.84
2058.01,2058,FP,1.51567,14.18,1102.82,10.5365,550.191,4963.0,,4.96
2059.01,2059,FP,3.7543552,4.6716,931.407,10.1731,385.274,8398.0,4.27,1.75
206.01,206,CP,0.7363132,1.5332682,117.7581671,12.4312,47.7465,3358.0,4.438,0.351676
2060.01,2060,FP,2.2657506,8.00485,18671.1,9.8722,914.062,10125.0,3.62,4.14
2061.01,2061,FP,1.45655,1.83776,436.167,10.636,78.9495,4475.0,4.59,0.7
2062.01,2062,FP,4.04163,13.1608,304.098,10.155,419.142,6895.0,3.87,2.36
2063.01,2063,PC,21.07626,11.6504,31.6166,10.3499,514.968,7577.0,3.9,2.46
2064.01,2064,KP,8.8036803,8.9006,72.699,11.5906,246.353,5701.0,4.47,0.94
2065.01,2065,APC,,10.443271,352.5989492,9.0024,234.294,5701.43,3.56597,2.7564499
2066.01,2066,FP,1.76442,23.0,17176.2,8.522,326.04,9277.7,,2.26
2067.01,2067,PC,8.8128067,2.33219,52.4568,10.4547,138.308,5491.0,4.5359,0.88
2068.01,2068,PC,7.768982,1.77405,11.3921,11.1806,52.9328,3700.0,4.70036,0.54
2069.01,2069,PC,5.9214229,1.0470381,122.1004834,7.9726,38.6215,5268.0,4.56138,0.823126
207.01,207,FP,5.6492853,26.5608527,405.0881542,13.4734,969.506,5963.0,4.31132,1.21025
2070.01,2070,PC,6.3838817,2.30075,69.7857,9.74428,148.003,5849.0,4.33017,1.16
2071.01,2071,PC,5.6739336,2.587582,265.3024804,11.04,231.311,5873.3,4.46212,1.00286
2072.01,2072,PC,3.167981,,31.7519,11.6434,39.1185,3546.0,4.93943,
2073.01,2073,PC,53.1991439,2.8396233,16.568599,9.45253,123.946,5729.0,4.32178,1.15632
2074.01,2074,PC,177.5830512,3.5953731,9.1603487,8.38689,131.275,6594.0,4.16825,1.59978
2075.01,2075,PC,4.7981694,2.3133532,47.3415434,11.1345,74.1469,4065.0,4.59496,0.667797
2076.01,2076,CP,10.3563596,2.4103206,48.1191014,8.3745,41.9091,5149.6,4.6,0.772148
2076.02,2076,CP,35.1257472,3.17021,3.78846,8.3745,41.9091,5149.6,4.6,0.77
2076.03,2076,CP,21.0153047,3.78219,28.033,8.3745,41.9091,5149.6,4.6,0.77
2077.01,2077,PC,6.1155829,1.56167,152.993,9.7807,91.8282,5284.0,4.54246,0.85
2078.01,2078,FA,6.2772478,2.5385441,105.278027,11.0372,151.103,5244.0,4.58339,0.800741
2079.01,2079,PC,1.4923242,1.21108,81.9599,10.8515,37.066,3577.0,4.75448,0.48
2079.02,2079,PC,9.3174072,1.93397,3.60844,10.8515,37.066,3577.0,4.75448,0.48
208.01,208,PC,22.4586196,2.1229458,33.8973151,10.3539,148.372,5493.0,4.43001,0.978381
2080.01,2080,PC,63.5809449,3.0597346,3.1507778,11.4547,141.436,4868.0,4.61964,0.72252
2081.01,2081,CP,10.5054362,1.947929,8.2567001,11.642,62.3446,3742.0,4.72382,0.515547
2081.02,2081,PC,5.1097197,1.3996848,21.5855207,11.642,62.3446,3742.0,4.72382,0.515547
2082.01,2082,PC,30.2004765,2.6056,33.1236,7.8206,63.7194,6004.0,4.36245,1.15
2083.01,2083,PC,17.969639,3.0570342,14.1574455,11.8737,146.594,4410.0,4.507,0.767286
2084.01,2084,CP,6.0784031,2.07448,15.739,13.3257,114.549,3630.0,4.76664,0.47
2084.02,2084,FP,8.1490285,2.5781465,8.990204,13.3257,114.549,3630.0,4.76664,0.466766
2085.01,2085,PC,,3.4610442,1.4046835,9.8499,84.5772,5134.0,4.57244,0.799051
2086.01,2086,PC,41.7540004,2.75297,7.9761,11.316,202.265,5337.0,4.48036,0.91
2086.02,2086,PC,20.261655,2.4206095,30.2935939,11.316,202.265,5337.0,4.48036,0.914083
2087.01,2087,PC,,2.2664482,7.6309448,10.0537,131.542,5647.0,4.48001,0.953815
2088.01,2088,PC,124.72987,3.5130935,1.7337719,10.8812,126.46,4902.0,4.5026,0.831423
2089.01,2089,PC,49.9950015,2.65286,5.92112,11.5509,187.927,5274.27,4.61038,0.78
209.01,209,APC,4.3794298,2.3149088,120.9359556,10.8545,113.387,4892.0,4.50955,0.742779
2090.01,2090,PC,230.92212,3.6785805,10.5095659,8.80613,203.217,6395.0,3.89312,2.1204
2091.01,2091,PC,177.2188871,2.0323111,3.4452852,8.1529,70.2105,5809.0,4.33351,1.15025
2092.01,2092,PC,4.3032437,2.66568,195.793,10.6375,176.759,5468.73,4.37458,1.05
2093.01,2093,PC,53.8108713,2.2249096,3.0646979,10.6699,82.7982,4455.0,4.55621,0.730261
2094.01,2094,PC,18.7931749,1.7151271,1.8563658,12.2669,50.0248,3457.0,4.84825,0.376775
2095.01,2095,CP,17.664866,1.2984859,3.5982457,11.0788,41.9176,3746.0,4.76979,0.463205
2095.02,2095,CP,28.1722501,1.4475246,1.9311199,11.0788,41.9176,3746.0,4.76979,0.463205
2096.01,2096,CP,3.1190716,1.6229796,10.0845871,13.4764,48.4809,3285.0,4.98992,0.247331
2096.02,2096,CP,6.3878202,2.041471,3.8775285,13.4764,48.4809,3285.0,4.98992,0.247331
2097.01,2097,FP,1.7890217,1.6741803,554.8261181,11.6685,198.345,5264.0,4.59586,0.791524
2098.01,2098,PC,,2.4661884,13.8234959,8.20773,148.944,7788.0,4.32577,1.5457799
2099.01,2099,FP,19.5078657,3.92839,61.4917,11.2011,95.3985,4316.0,4.56,0.71
210.01,210,PC,9.0105414,2.1513682,3.3568205,12.5395,42.8091,3275.0,4.438,0.330146
2100.01,2100,PC,23.6573994,3.0681221,23.5564568,10.8676,163.982,5535.0,4.57126,0.846615
2101.01,2101,PC,9.0753271,2.5831328,122.8680194,10.6397,178.427,5619.0,4.44,0.997589
2102.01,2102,PC,6.7060238,2.12647,100.7791488,11.4106,183.737,5292.0,4.58201,0.807811
2102.02,2102,PC,,3.219425,0.4927756,11.4106,183.737,5292.0,4.58201,0.807811
2103.01,2103,PC,2.6620728,1.2172175,267.4349792,10.3366,95.5156,4884.0,4.54,0.799716
2103.02,2103,PC,20.2926468,1.7004976,17.826244,10.3366,95.5156,4884.0,4.54,0.799716
2104.01,2104,PC,3.2723118,1.46772,133.517,10.0556,76.7418,4907.0,4.62,0.72
2104.02,2104,PC,5.904369,1.35959,85.3357,10.0556,76.7418,4907.0,4.62,0.72
2104.03,2104,PC,15.1808746,1.86864,18.1396,10.0556,76.7418,4907.0,4.62,0.72
2104.04,2104,PC,1.9803146,1.16969,301.491,10.0556,76.7418,4907.0,4.62,0.72
2104.05,2104,PC,9.56111,1.6790876,40.5800926,10.0556,76.7418,4907.0,4.62,0.723757
2105.01,2105,PC,15.9152686,2.2277479,23.4115602,9.8565,72.9091,4718.0,4.49012,0.821067
2106.01,2106,FP,0.6332593,5.3027904,4030.7512475,9.85649,121.167,5590.0,4.45374,0.976212
2107.01,2107,PC,2.45457,14.183,508.468,11.3819,236.705,5565.0,4.45,0.97
2108.01,2108,APC,6.8019625,29.3148832,501.9413628,10.223,251.884,6300.0,4.22,1.42268
2109.01,2109,CP,0.67249,15.7288,14429.0,9.78569,262.041,6647.0,4.12,1.7
211.01,211,APC,6.5638575,7.6270781,239.5709931,9.4906,121.321,5873.97,4.35182,1.08871
2110.01,2110,FA,32.76639,3.20531,38.3962,9.69902,182.323,6073.0,4.21,1.39
2111.01,2111,FP,1.2680452,2.24707,504.879,9.1597,83.1749,5477.0,4.46,0.95
2112.01,2112,PC,14.0120582,4.4835127,335.0295174,7.1776,86.1058,7184.0,4.25,1.58046
2112.02,2112,PC,155.8237,5.5521957,156.5032302,7.1776,86.1058,7184.0,4.25,1.58046
2113.01,2113,FP,5.24612,5.61881,368.522,10.5163,250.755,5286.9,,1.76
2114.01,2114,PC,6.2099619,14.369,1293.02,9.8251,317.845,6382.0,3.9,2.1
2115.01,2115,FP,3.6944323,3.05838,5824.87,8.29254,213.097,8153.0,4.09,2.11
2116.01,2116,FP,5.309031,3.29096,2058.62,9.68129,239.945,6927.0,4.18,1.65
2117.01,2117,FP,28.6620782,12.4971,119.851,9.98272,255.917,6280.0,4.05,1.72
2118.01,2118,FP,2.34483,4.2647,580.577,8.63532,186.825,6398.0,3.89,2.13
2119.01,2119,CP,7.2008611,12.0629,9.67439,10.3978,31.4006,3606.0,4.74,0.5
212.01,212,APC,0.3352715,4.4688,11198.5149308,12.5595,,3332.0,4.94964,0.3
2120.01,2120,PC,5.7998189,2.6346124,3.7367095,12.8233,32.1755,3179.0,4.99978,0.240233
2121.01,2121,APC,2.3195654,12.4030722,195.4879901,11.9441,,4325.66,4.438,0.628365
2122.01,2122,KP,3.5852284,14.5431829,547.1719916,12.658,511.388,5852.0,4.40684,1.06725
2123.01,2123,PC,10.3088372,3.80877,71.1658,9.5373,86.2732,5432.0,4.56341,0.84
2124.01,2124,KP,3.5539283,21.2028076,2276.2950187,11.1116,515.98,6184.0,3.9042,2.0085199
2125.01,2125,KP,5.0316347,15.3999,1248.65,10.1213,368.03,6350.0,3.87,2.16
2126.01,2126,KP,1.306188,16.758883,1025.5021895,11.7213,231.337,5489.0,4.59342,0.820181
2127.01,2127,KP,5.5080682,10.7299795,82.2406616,11.733,161.4,4790.0,4.58765,0.740113
2128.01,2128,PC,16.3413889,2.629079,86.231465,6.6813,36.578,5991.11,4.37711,1.12506
2129.01,2129,KP,4.627664,14.3694,1038.78,9.54417,222.663,6727.6,4.22,1.55
213.01,213,PC,23.5199045,2.30502,10.453,9.7806,54.3256,4566.4,4.93,0.67
213.02,213,PC,7.7565534,1.1359985,37.2050274,9.7806,54.3256,4566.4,4.93,0.672062
2130.01,2130,KP,5.0052605,13.6314528,746.902456,11.0269,344.05,6115.0,4.16703,1.46701
2131.01,2131,KP,1.8468345,16.4012,1845.3,10.1058,231.161,6352.0,4.27,1.36
2132.01,2132,KP,3.2440454,21.0498466,983.3097556,10.2025,197.572,5703.0,4.16,1.38951
2133.01,2133,PC,3.8266587,2.4536347,81.1071602,10.8571,75.1973,4175.0,4.54,0.716312
2134.01,2134,PC,9.2292078,3.21883,37.6631,7.7945,22.6202,4406.0,4.50428,0.77
2134.02,2134,PC,95.8531625,5.95763,2.69104,7.7945,22.6202,4406.0,4.50428,0.77
2135.01,2135,KP,2.7884723,13.9432645,850.6754194,11.3998,303.336,5833.0,4.35385,1.12956
2136.01,2136,CP,7.8519082,2.1705803,4.8904688,11.7371,33.3631,3384.0,4.87998,0.34388
2137.01,2137,APC,14.1502269,18.6317683,34.4595552,12.2186,244.755,4882.0,4.45655,0.873952
2138.01,2138,FP,1.4821845,27.5079498,4005.675856,12.5466,772.026,6835.31,4.37191,1.31284
2139.01,2139,KP,1.4013784,13.9977478,917.4100949,12.4197,298.214,4984.0,4.41028,0.934977
214.01,214,PC,18.5537012,1.57606,25.0891,8.0089,38.96,5346.2,4.6,0.8
214.02,214,PC,9.695961,0.808552,66.2914,8.0089,38.96,5346.2,4.6,0.8
2140.01,2140,KP,2.4706114,13.7703405,817.5658193,10.854,215.32,5854.0,4.45,1.01613
2141.01,2141,CP,18.2616878,2.85973,57.4643,8.8975,77.682,5674.0,4.49483,0.94
2142.01,2142,PC,9.3004351,1.5550304,4.6279256,11.0768,27.7525,3472.0,4.86042,0.363966
2143.01,2143,PC,5.5899401,12.1202,1816.63,10.1041,378.684,7437.0,4.09,1.95
2144.01,2144,PC,37.3413179,2.16854,12.6376,9.90667,105.806,5452.0,4.53224,0.88
2145.01,2145,CP,10.2611329,12.2521,515.939,8.55942,224.731,6202.0,3.63,2.78
2146.01,2146,FP,5.8924856,17.4655,1958.56,9.9094,402.908,7272.0,4.0,2.13
2147.01,2147,PC,26.2049782,10.15497,68.292759,10.7047,282.108,6115.0,4.25,1.3363301
2148.01,2148,FP,23.48522,14.0152,62.0856,10.6746,299.668,5930.0,4.11,1.51
2149.01,2149,PC,0.5842495,5.50799,1217.74,10.1099,222.25,6020.0,4.18,1.34
215.01,215,PC,26.2851404,3.082863,29.1144876,10.5011,166.485,5821.0,4.44094,0.96445
2150.01,2150,FP,2.2263798,6.51393,2064.9,10.4288,370.536,6446.3,4.03,1.84
2151.01,2151,FP,15.64643,16.1126,323.367,10.142,277.934,5660.0,3.86,1.95
2152.01,2152,CP,3.3772835,15.3058361,2195.7879328,10.7053,303.006,6688.0,4.11,1.73235
2153.01,2153,FP,2.7180835,4.2423946,3009.1075587,9.54581,238.675,5668.0,3.76,2.1805999
2154.01,2154,CP,3.8240826,16.0547024,1005.8946259,10.6611,296.46,6243.0,4.24,1.38719
2155.01,2155,PC,3.7246883,10.8811,686.503,10.9939,416.077,6144.0,4.02,1.74
2156.01,2156,FP,0.67554,15.6973,7493.17,9.87437,253.011,4872.0,,2.74
2157.01,2157,APC,8.4249043,15.0361,92.8193,10.7033,178.43,5756.0,4.51,0.93
2158.01,2158,CP,8.6007557,10.7988,81.4989,10.1669,198.473,5389.0,4.06,1.5
2159.01,2159,APC,10.0509704,13.5943,263.046,10.8595,294.398,5844.0,4.16,1.41
216.01,216,CP,34.5059318,10.4625162,9.5814512,11.5748,177.945,5025.77,4.66348,0.801736
216.02,216,CP,17.3890454,6.4840125,23.8921547,11.5748,177.945,5025.77,4.66348,0.801736
2160.01,2160,PC,2.2390502,2.73215,640.033,10.6071,244.804,6021.0,4.29,1.25
2161.01,2161,FP,1.5873866,1.09083,466.553,9.5998,73.1018,5028.0,4.55,0.81
2162.01,2162,FP,12.9774853,4.66514,103.437,10.2182,315.323,6610.0,4.14,1.66
2163.01,2163,PC,5.2132496,3.72907,657.521,10.235,261.045,6318.0,4.2,1.47
2164.01,2164,FP,1.09333,12.2642,2102.07,10.879,529.49,5274.0,,3.39
2165.01,2165,APC,0.9499997,14.0337,14232.8,10.8207,557.364,7421.0,4.0,2.16
2166.01,2166,PC,5.1354577,3.3405,882.558,10.0788,348.554,6515.0,3.97,1.99
2167.01,2167,FP,23.0531698,9.12613,7.85406,10.7791,232.304,5752.0,4.3,1.19
2168.01,2168,FP,37.83633,13.5094,80.1971,10.9591,310.885,6641.0,4.38,1.26
2169.01,2169,PC,8.2148505,10.4375,216.17,10.5527,351.487,6183.0,4.0,1.81
217.01,217,FP,3.1385875,4.70639,17444.7,8.735,142.018,6278.0,4.08153,1.55
2170.01,2170,PC,9.2786686,2.23168,240.688,10.4679,206.368,6018.0,4.39,1.12
2171.01,2171,FA,1.78166,13.9111,2772.81,10.8181,420.268,6528.0,,1.49
2172.01,2172,FA,1.78252,18.6528,4451.36,10.8642,600.502,5085.0,,3.7
2173.01,2173,FP,0.6856225,3.35129,2492.49,10.4929,185.849,5829.0,4.41,1.06
2174.01,2174,PC,2.9601848,4.21067,463.247,10.5817,262.427,6069.0,4.24,1.33
2175.01,2175,KP,4.4379727,20.3565337,944.8725135,12.9614,881.386,5967.0,4.08,1.5696599
2176.01,2176,KP,7.8914271,12.9299942,278.9767986,12.9934,722.795,5883.0,4.25,1.27992
2177.01,2177,KP,3.5224751,15.9014832,1423.8679407,13.1448,1021.87,6179.0,4.11,1.5817
2178.01,2178,KP,3.024111,12.0899079,1227.3844251,13.4633,1005.84,6041.0,4.22,1.36388
2179.01,2179,CP,15.1689723,11.7952966,83.3855897,11.4864,306.063,5713.0,4.34,1.12898
218.01,218,PC,0.4384814,0.6505972,155.7120176,13.3292,52.3428,3146.0,4.438,0.284538
218.02,218,PC,8.3522143,1.8017268,3.0609406,13.3292,52.3428,3146.0,4.438,0.284538
2180.01,2180,CP,260.1740061,11.3192423,3.9769164,8.56854,116.685,5739.0,4.03,1.62762
2181.01,2181,PC,8.379057,4.97002,85.2468,12.1625,322.09,5574.0,4.51,0.91
2182.01,2182,KP,3.5484481,15.2165016,1875.0117415,12.7655,899.777,6295.0,4.03,1.78185
2183.01,2183,PC,6.5011256,,388.818,8.0348,105.334,5485.0,,
2184.01,2184,CP,6.9067783,9.36468,821.834,11.4057,788.317,5731.8,3.65,3.15
2185.01,2185,PC,7.2147718,10.1239555,191.6045333,12.7421,493.871,5440.3,4.4,1.08637
2186.01,2186,PC,4.476922,14.3955457,636.8120268,13.0654,771.822,5772.2,4.4,1.37148
2187.01,2187,PC,2.7492277,12.683,271.924,13.0769,587.277,5344.0,4.4,1.14
2188.01,2188,PC,3.735051,14.2690959,830.1076146,13.0943,780.137,5829.0,4.3,1.36818
2189.01,2189,PC,4.4343277,11.8751226,261.8830502,13.458,542.659,4979.4,,1.00254
219.01,219,FP,4.4617755,31.9660922,2086.0189812,12.7222,1131.15,6354.0,4.24472,2.23892
2190.01,2190,PC,5.3160704,19.5006469,621.3098726,12.5965,677.662,5477.0,4.4,1.5522701
2191.01,2191,PC,4.0115394,15.3487909,550.5706841,12.8641,596.389,5741.0,4.3,1.13908
2192.01,2192,PC,6.2643442,11.6261491,223.3157822,12.5625,426.477,5262.0,4.4,1.12916
2193.01,2193,CP,2.1223673,12.9814367,1534.9059997,11.3996,337.064,6079.0,4.33912,1.19653
2194.01,2194,CP,15.3419095,1.7005,14.2526,7.4259,19.5711,4669.0,4.63,0.69
2195.01,2195,PC,4.164514,8.9598265,254.5595417,10.9916,174.267,5101.7,,0.933443
2196.01,2196,CP,1.1953968,3.5030245,2072.5203184,11.3643,259.947,5728.0,4.4217,1.02917
2197.01,2197,KP,4.954648,13.0889,612.686,9.0532,162.303,6562.0,4.24,1.47
2198.01,2198,KP,4.9549631,18.4504689,1489.5542795,11.117,523.756,6282.4,3.92936,1.99207
2199.01,2199,KP,3.3771114,8.6110106,756.2609502,11.4513,327.602,5614.86,4.21917,1.28017
220.01,220,CP,10.6953083,2.84818,66.8553,9.6878,90.7402,5272.71,3.98846,0.88
2200.01,2200,PC,2.9360281,7.18912,288.087,12.3181,251.245,4983.6,0.2,0.83
2201.01,2201,PC,1.3477642,6.61528,6992.14,10.2001,252.501,6252.0,4.19,1.47
2202.01,2202,CP,11.9124942,11.3754057,42.7254261,12.173,235.933,5064.0,4.53576,0.823883
2203.01,2203,APC,3.05631,20.0727443,1530.297116,12.3775,701.717,6344.0,4.21787,1.44638
2204.01,2204,KP,2.2250514,10.0926189,470.7466523,13.191,414.537,5103.0,4.48023,0.883426
2205.01,2205,PC,0.8891392,14.2531082,280.5749642,15.0804,409.034,3653.0,4.60969,0.649887
2206.01,2206,KP,1.7690121,10.5045599,313.4011658,10.7218,91.299,4683.0,4.62,0.701795
2207.01,2207,CP,8.0016656,11.0757082,455.0553754,10.9651,373.345,6146.0,4.12,1.55738
2208.01,2208,PC,0.6743453,12.4716613,98.7994686,15.7438,181.731,3228.0,4.90232,0.321846
2209.01,2209,PC,3.4391152,13.6350253,688.3062667,13.3304,626.478,4955.0,4.4,1.21438
221.01,221,FP,0.62425,1.671618,353.894099,12.1535,50.1632,3765.0,4.75169,0.525
2210.01,2210,PC,12.7846809,11.7994875,49.2454527,13.4669,483.235,5077.7,4.4,0.836244
2211.01,2211,PC,3.0911721,1.666703,295.0992437,9.2551,70.2932,5253.0,4.54958,0.834386
2212.01,2212,PC,5.1293855,8.9112749,181.6592422,12.4235,324.412,5116.3,4.45,0.920804
2213.01,2213,PC,5.179282,9.3730831,430.1391198,13.2598,762.655,5784.0,4.3,1.21172
2214.01,2214,PC,2.4156482,,1169.2,12.6562,571.376,5727.0,4.3,
2215.01,2215,CP,5.7772122,2.8693434,75.3605118,9.977,70.9015,4882.7,4.6,0.729818
2216.01,2216,PC,5.6807412,6.2844217,601.257159,12.0253,563.621,6295.0,4.3,1.38612
2217.01,2217,PC,3.8300359,11.7278481,810.4382547,12.8172,698.996,5916.0,4.3,1.3126301
2218.01,2218,APC,0.3456911,10.1929,18378.3,11.5547,330.15,6282.0,4.3,1.05
2219.01,2219,PC,10.1688722,12.8424534,258.7751983,12.9901,687.409,5161.7,4.3,1.3986
222.01,222,FP,,8.85869,86.1510668,8.7635,84.0311,5709.0,4.438,1.0929
2220.01,2220,PC,1.3926549,13.3635819,2439.8676565,11.6659,356.5,5615.0,4.39,1.2094899
2221.01,2221,CP,,4.0269258,76.6379132,6.755,9.7221,3588.0,4.60198,0.698009
2222.01,2222,PC,2.2456869,17.5083,2366.82,12.7427,859.449,6381.0,4.2,1.5
2223.01,2223,PC,6.9309657,13.513657,586.1868131,12.0599,601.919,5847.0,4.3,1.59136
2224.01,2224,PC,0.5055105,4.9709812,4944.3687757,11.9987,290.755,4996.3,4.5,1.01489
2225.01,2225,PC,3.5775562,,476.6809228,13.3639,842.388,5823.3,4.3,
2226.01,2226,PC,0.9017685,4.77441,446.986,9.6968,164.418,5828.0,3.9,1.36
2227.01,2227,APC,4.2217717,2.81922,305.107,10.0106,165.441,5763.48,3.99846,1.21
2227.02,2227,APC,11.5472009,3.1457403,141.4530508,10.0106,165.441,5763.48,3.99846,1.20847
2228.01,2228,FP,3.36296,2.69668,414.8,10.8911,167.24,5420.0,4.5,0.9
2229.01,2229,PC,4.98668,5.51463,339.923,10.6658,329.989,6046.0,4.06,1.64
223.01,223,FA,14.445918,3.290507,37.1099416,10.2733,365.053,5063.0,4.48439,0.87237
2230.01,2230,FP,1.79217,21.4342,436.663,10.9198,713.6,4884.0,,4.7
2231.01,2231,FA,5.46278,19.5752,281.499,8.565,,,,1.69
2232.01,2232,PC,11.45959,,,8.776,,,,
2233.01,2233,APC,2.50876,18.7769,324.413,10.9896,193.007,5226.0,4.28,1.13
2234.01,2234,APC,2.91615,13.4791,253.391,10.7837,558.211,6103.0,3.64,2.69
2235.01,2235,APC,17.14012,8.14257,5.93171,10.8988,405.817,6378.0,4.1,1.67
2236.01,2236,CP,3.5315897,14.2116,551.242,10.8673,355.59,6209.0,4.09,1.62
2237.01,2237,FP,0.49642,5.57222,2758.3,10.9987,416.129,7000.0,4.33,1.41
